dmd_id,month, year, count
13221411000001106,12,2021,58332
13221611000001109,9,2018,1444
13221911000001103,1,2020,55222
13222311000001108,8,2020,15541
13222711000001107,5,2021,51516
13224311000001101,2,2018,92737
13224811000001105,5,2018,10845
13226211000001104,6,2022,61820
13227311000001105,11,2021,106939
13227611000001100,10,2018,97437
13228111000001109,9,2021,79948
13228811000001102,1,2022,90563
13229011000001103,10,2023,51385
13229811000001109,5,2020,100311
13230311000001107,2,2022,10707
13231211000001105,10,2019,108796
13232111000001109,5,2019,68440
13232411000001104,1,2021,100047
13233311000001101,6,2023,41501
13234911000001103,10,2019,69383
13235111000001102,7,2020,50987
13235611000001105,1,2019,116049
13236111000001108,2,2022,117463
13236711000001109,9,2022,67013
13237011000001105,6,2020,62833
13239011000001101,10,2021,119036
13239611000001108,1,2023,58772
13240911000001107,8,2019,119093
132411000001109,12,2020,103028
13241311000001101,9,2019,75274
13241611000001106,6,2021,116685
13241811000001105,5,2022,80515
13242811000001101,10,2020,72729
13243211000001108,1,2021,120131
13243611000001105,10,2022,56142
13243911000001104,11,2023,94569
13244211000001106,4,2019,90811
13244911000001102,2,2022,84134
13245111000001101,7,2022,4526
13245311000001104,5,2022,39534
13245511000001105,2,2022,28553
13245711000001100,10,2022,61525
13245911000001103,11,2019,77960
13246111000001107,4,2018,39363
13246511000001103,7,2018,35829
13247411000001100,11,2021,13322
13247811000001103,1,2022,30995
13248011000001105,2,2018,38801
13248211000001100,5,2018,10529
13249511000001108,5,2019,81960
13250311000001108,5,2021,114920
13250811000001104,7,2019,55518
13251511000001109,6,2022,69598
13251811000001107,3,2022,117501
13252311000001107,5,2021,18869
13252711000001106,2,2022,107001
13253411000001109,5,2022,82054
13253611000001107,9,2021,108648
13253811000001106,9,2020,109804
13254011000001103,3,2023,13175
13254211000001108,12,2021,31012
13254411000001107,3,2018,17779
13254611000001105,7,2021,10700
13254811000001109,7,2019,78752
13255111000001103,12,2023,122347
13258211000001102,5,2019,95959
132811000001106,7,2019,89754
133111000001105,3,2023,14592
133131000001104,5,2018,97567
133141000001106,6,2023,78637
13326711000001103,10,2021,28626
133311000001107,2,2019,27664
13331511000001101,3,2020,24737
13342511000001105,4,2023,68665
13364311000001103,9,2023,81022
13364711000001104,4,2022,40321
13364911000001102,9,2022,87887
13365511000001105,11,2018,116276
13367311000001107,8,2020,13430
13375911000001107,3,2020,57406
13377411000001105,5,2019,76590
13379211000001100,6,2021,112554
13380911000001109,3,2018,31990
133811000001103,4,2018,40866
13386311000001106,3,2019,85044
13386511000001100,11,2021,31894
13386711000001105,12,2023,115229
13387111000001107,5,2020,87253
13387311000001109,2,2023,104074
13387511000001103,5,2020,36711
13387711000001108,5,2023,59849
13392111000001106,7,2018,27072
13401211000001100,7,2019,24709
13403411000001102,8,2019,70915
13403911000001105,4,2020,23958
13404711000001105,2,2019,31296
13407511000001108,1,2021,122783
13408511000001107,7,2019,121468
13408911000001100,7,2019,20411
13409111000001105,1,2019,48513
13411811000001101,9,2020,102513
13413211000001103,2,2021,30446
13413411000001104,6,2022,59039
13413811000001102,1,2021,49849
13414011000001105,5,2023,23035
13414611000001103,7,2022,15997
134211000001101,10,2021,115764
13429511000001107,1,2019,78321
13429711000001102,12,2018,8873
134311000001109,12,2021,89554
13432211000001104,1,2022,15367
13432411000001100,4,2022,71971
13432611000001102,8,2019,118392
13432811000001103,4,2023,57959
13433011000001100,1,2021,114574
13433211000001105,9,2019,99960
13433411000001109,11,2023,84103
13433611000001107,11,2022,118565
13433811000001106,4,2023,23201
13435511000001107,1,2020,13020
13435711000001102,1,2019,2650
13436011000001108,3,2018,12417
13436211000001103,4,2021,100571
13436411000001104,3,2020,25993
13436711000001105,8,2018,88826
13436911000001107,1,2020,41300
13437411000001102,4,2019,107473
13437611000001104,2,2022,46132
13437811000001100,3,2022,76024
13438011000001107,2,2019,57049
13438211000001102,11,2021,5247
13438511000001104,7,2018,41633
13438711000001109,7,2020,54617
13438911000001106,5,2023,75003
13439111000001101,12,2022,112183
13439411000001106,2,2019,985
134460003,4,2021,2819
134461004,4,2023,120654
134463001,6,2022,72178
13447711000001107,4,2019,109357
13448411000001102,12,2022,92270
134491009,11,2023,79187
13449111000001100,8,2021,96089
13450111000001107,10,2023,101575
134508009,7,2022,29309
134510006,9,2018,54978
134511000001103,10,2023,86466
134517009,8,2022,96335
13452111000001106,5,2020,22357
13452911000001109,11,2019,92653
13453211000001106,12,2019,21266
13453511000001109,1,2022,60906
134537008,9,2022,16111
134538003,12,2021,52733
134567002,4,2018,123348
134568007,3,2023,10608
134570003,2,2019,30898
134576009,7,2021,73544
134577000,7,2019,93227
134589003,9,2019,36739
13459511000001106,4,2023,68848
13459711000001101,12,2021,69988
134608004,3,2023,71771
134609007,5,2022,13209
134610002,11,2023,64477
134611000001104,7,2020,1973
134614006,4,2021,119047
134615007,11,2020,60920
134622004,9,2019,86258
134623009,6,2019,81930
134627005,11,2023,18863
134633001,9,2022,31449
134636009,1,2019,97009
134640000,6,2022,110354
134645005,2,2023,111933
13464811000001103,11,2019,112544
13465311000001106,10,2020,2658
13465611000001101,6,2021,46620
13465911000001107,7,2018,32683
13468811000001106,10,2020,82012
13469011000001105,2,2023,7562
13469211000001100,10,2023,101697
13469511000001102,8,2022,1023
13469911000001109,4,2019,120300
13470111000001109,12,2019,76138
13470311000001106,8,2018,19552
13470511000001100,9,2023,86165
134737005,8,2019,43815
134748003,5,2020,74674
134784005,10,2018,10529
134786007,7,2021,99964
134795004,7,2023,51849
134806003,6,2018,15704
134807007,11,2021,23096
134808002,12,2020,77010
134809005,3,2023,119663
134810000,10,2018,39612
13481011000001109,8,2018,100168
134812008,9,2019,65983
13481511000001101,11,2019,120701
13481711000001106,1,2019,106096
13483111000001106,4,2023,22674
134911000001105,8,2023,46965
13494811000001100,1,2022,96353
13511000001103,10,2018,116729
13551411000001101,12,2023,2509
13551611000001103,12,2019,111848
135588001,6,2018,74861
135589009,4,2018,31552
13566811000001102,1,2018,1904
13567111000001107,11,2022,117075
13567311000001109,7,2019,121602
135749001,9,2022,8527
13575111000001106,6,2020,16558
13575511000001102,11,2018,114359
13575711000001107,8,2018,114216
13575911000001109,7,2022,83481
13576811000001107,4,2021,112917
13577011000001103,10,2022,116127
13577211000001108,11,2022,41545
13577411000001107,3,2023,46880
13577811000001109,6,2023,14872
13578511000001105,4,2022,80982
13578711000001100,7,2022,8780
13578911000001103,3,2018,99108
13579211000001102,2,2021,45140
13579911000001106,12,2018,52988
13581311000001100,4,2018,78395
13581511000001106,6,2021,47552
13581711000001101,4,2019,31942
13582211000001101,1,2023,74902
13583011000001102,1,2021,97809
13583211000001107,11,2018,101931
13583411000001106,10,2019,11474
13583611000001109,2,2021,80273
13583811000001108,10,2023,103101
13584011000001100,5,2022,43971
13584211000001105,6,2021,15776
13584611000001107,6,2018,104832
13584811000001106,6,2018,11928
13585011000001101,1,2019,75338
13585911000001102,5,2020,25395
13586111000001106,1,2023,69610
13586311000001108,5,2018,47158
13587611000001101,12,2023,62538
13587811000001102,3,2021,3003
135908006,10,2018,50622
135911000001109,10,2023,55654
13593411000001107,7,2020,88224
13593611000001105,7,2018,7164
13599311000001102,12,2019,31743
136011000001101,5,2022,1290
13611000001104,3,2019,80899
136111000001100,10,2022,77652
13614311000001105,6,2022,13489
13614511000001104,6,2020,30457
13614711000001109,4,2022,48256
13614911000001106,3,2023,81494
13618611000001105,7,2019,6892
13618911000001104,1,2019,59868
13621511000001108,8,2023,94406
13622311000001106,12,2023,16504
13622711000001105,2,2020,110475
136228006,9,2021,10182
136229003,9,2018,114981
13623011000001104,1,2018,48423
13624111000001101,10,2018,89261
13626011000001107,4,2019,66243
13626511000001104,5,2020,38008
13626911000001106,1,2019,16173
13627211000001100,1,2021,5689
13630311000001105,12,2023,72447
13631411000001107,1,2022,47152
13635511000001109,2,2022,4566
13636011000001105,11,2021,111742
136411000001105,7,2023,21210
13641611000001109,12,2020,81394
13642611000001103,10,2018,122325
13642911000001109,7,2023,5303
13643911000001102,3,2020,100701
13646011000001109,5,2019,119762
13651711000001102,9,2018,20569
13652011000001107,9,2019,75155
13653211000001108,8,2021,9189
13653311000001100,5,2018,84781
13653811000001109,7,2020,13367
13654011000001101,12,2019,16761
13655811000001108,10,2021,19686
13661711000001105,6,2018,92811
13661911000001107,8,2021,70369
13662311000001102,12,2021,61620
13662511000001108,6,2022,2
13662711000001103,6,2019,7756
13663511000001101,5,2023,88976
13666811000001107,8,2021,47504
13667511000001106,9,2021,87940
136711000001104,8,2021,52893
136811000001107,2,2022,3500
136911000001102,9,2020,32306
13693711000001108,1,2022,60697
13694311000001106,5,2018,69914
13694511000001100,6,2018,35945
13694911000001107,6,2023,47445
13707311000001109,11,2020,56857
13707511000001103,8,2021,48425
13711000001108,6,2022,55651
13720011000001104,4,2019,66329
13720211000001109,1,2021,47065
13720411000001108,2,2018,31492
13720511000001107,2,2023,13808
13720811000001105,9,2023,7045
13720911000001100,6,2019,44098
13721211000001103,2,2019,26389
13721411000001104,6,2022,113397
13721611000001101,7,2020,119548
13721811000001102,5,2021,1500
13722411000001109,12,2020,122660
13722511000001108,7,2020,28869
13722811000001106,11,2023,59964
13723011000001109,11,2023,28535
13723211000001104,6,2018,3754
13723411000001100,11,2021,110291
13723611000001102,9,2018,93827
13723911000001108,6,2019,84468
13724111000001107,5,2019,118400
13724311000001109,12,2022,46937
13724511000001103,10,2019,48291
13725511000001102,1,2019,33034
137311000001100,9,2022,28297
13731411000001101,7,2021,83937
13733211000001101,10,2022,37802
13733511000001103,4,2023,948
13738211000001109,5,2018,68098
13738411000001108,3,2023,100619
13738811000001105,6,2018,121102
13739711000001106,1,2023,35524
13739911000001108,2,2018,12115
13740111000001101,9,2021,23130
13740311000001104,7,2019,56827
13740511000001105,5,2018,24617
13740711000001100,9,2018,29685
13740911000001103,9,2023,46083
137411000001107,10,2023,6370
13741311000001109,5,2022,65967
13741611000001104,10,2023,3223
13741911000001105,3,2020,42700
13742211000001108,3,2020,72520
13742411000001107,9,2020,76802
13742611000001105,4,2022,21353
13742811000001109,4,2022,1735
13743211000001102,10,2019,70322
13743411000001103,6,2020,55226
13743611000001100,8,2020,94981
13745011000001108,10,2019,27750
13745211000001103,5,2023,102855
13745411000001104,6,2023,92141
13746211000001109,11,2022,11859
13746611000001106,8,2022,77497
13747011000001101,11,2019,43087
13747211000001106,1,2019,121276
13749511000001102,2,2019,106588
13749711000001107,4,2019,50711
13749911000001109,5,2019,59905
13750211000001105,9,2023,34218
13750711000001103,7,2021,10242
13751011000001109,12,2019,24223
137511000001106,5,2018,4882
13751411000001100,9,2021,14006
13751611000001102,5,2019,123109
13753011000001105,10,2019,112068
13753511000001102,5,2022,20459
13753711000001107,6,2023,86972
13754011000001107,2,2023,75761
13754211000001102,9,2022,32734
13754411000001103,7,2021,27768
13754611000001100,11,2021,75277
13754811000001101,4,2023,28091
13755011000001106,8,2021,23989
13755511000001103,5,2018,66782
13756111000001101,7,2021,4320
13756411000001106,2,2021,37943
13757811000001105,9,2022,50738
13758511000001106,8,2018,19853
13758911000001104,7,2021,106144
13759311000001106,10,2021,83256
13759711000001105,3,2019,83668
13759911000001107,2,2023,110754
13760111000001105,1,2018,54778
13760311000001107,9,2023,73743
13760511000001101,2,2021,14378
13760711000001106,5,2021,22771
13760911000001108,11,2018,53979
137611000001105,12,2018,657
13761111000001104,8,2020,115436
13761311000001102,8,2020,96430
13761511000001108,4,2022,6928
13761711000001103,1,2019,103600
13761911000001101,6,2020,20446
13762111000001109,9,2018,19258
13762311000001106,2,2018,101091
13762911000001107,8,2022,82884
13763111000001103,4,2021,85787
13763311000001101,2,2022,56142
13763511000001107,1,2018,122188
13763711000001102,8,2022,104326
13764611000001109,7,2019,81435
13764811000001108,6,2022,65298
13765411000001107,7,2021,51216
13765611000001105,8,2021,46941
13765811000001109,7,2022,94622
13766011000001107,3,2020,66357
13766211000001102,2,2022,37320
13766411000001103,3,2021,100578
13766611000001100,10,2019,3791
13766811000001101,8,2019,9594
13767011000001105,8,2021,70319
13767211000001100,2,2019,81692
13767611000001103,8,2020,21423
13767811000001104,3,2018,1830
13768011000001106,4,2018,96517
13768211000001101,4,2018,65541
13768411000001102,6,2022,71369
13768611000001104,8,2022,24074
13768811000001100,3,2023,74612
13769111000001100,1,2018,114374
13769311000001103,11,2023,53225
13769511000001109,2,2022,92458
13769711000001104,7,2023,56347
13769911000001102,1,2020,83357
13770111000001102,6,2023,39869
13770711000001101,6,2021,310
13770911000001104,2,2020,76892
137711000001101,2,2018,38191
13771111000001108,9,2019,45345
13771411000001103,2,2023,110279
13771911000001106,10,2020,72521
13773611000001101,1,2019,59115
13775111000001105,2,2019,65860
13775311000001107,10,2018,44668
13776311000001102,3,2018,86395
13776511000001108,11,2018,90935
137811000001109,8,2020,9234
13786611000001102,2,2020,5413
13798911000001108,6,2022,61142
138011000001102,3,2020,110528
13806811000001104,10,2018,30185
13807011000001108,10,2021,29363
138111000001101,8,2023,22314
13817911000001105,2,2023,90736
13818111000001108,12,2020,96511
13818311000001105,11,2018,118520
13818511000001104,8,2021,1555
13818711000001109,2,2022,71741
13818911000001106,12,2021,28036
13819111000001101,8,2021,50467
13819311000001104,11,2022,22258
13822911000001103,9,2019,56417
13823311000001109,11,2022,42908
13823511000001103,2,2021,1079
13823711000001108,5,2022,26715
13823911000001105,10,2019,28019
13824111000001109,12,2022,56383
13824311000001106,1,2022,13049
13825511000001104,2,2023,116003
13826111000001102,3,2021,27481
13826911000001104,2,2023,115039
13827111000001104,11,2022,94079
13827311000001102,11,2023,90640
13827611000001107,6,2023,40966
13828311000001101,3,2022,31218
13828511000001107,8,2022,33706
13828711000001102,12,2019,95853
13828911000001100,10,2022,1437
13829111000001105,11,2020,120138
13829311000001107,10,2019,24355
13829511000001101,8,2021,59591
13829711000001106,4,2020,80818
13829911000001108,7,2021,78138
13830111000001102,11,2020,89413
13830311000001100,11,2023,38600
13830511000001106,10,2021,101563
13830711000001101,6,2023,82606
138311000001104,1,2023,9389
13833111000001109,11,2021,21702
13833311000001106,7,2021,95436
13833511000001100,5,2023,38130
13833811000001102,6,2020,117326
13834011000001105,12,2021,14083
13835211000001104,9,2019,6478
13835511000001101,6,2021,7305
13835711000001106,10,2021,64843
13838111000001100,3,2022,4880
13838611000001108,7,2021,29384
13839411000001102,1,2022,40101
13839611000001104,8,2022,107285
13839811000001100,6,2023,96213
13840011000001104,7,2019,18431
13840211000001109,2,2019,16234
13840411000001108,6,2019,73727
13840611000001106,12,2019,57828
13840811000001105,2,2020,86778
13841311000001106,12,2021,122843
13842911000001101,12,2019,96508
13843111000001105,7,2020,111466
13843411000001100,5,2020,72286
13843611000001102,6,2020,83663
13843811000001103,4,2021,29985
13845511000001102,4,2021,80959
13845711000001107,8,2021,90688
13845911000001109,8,2020,73405
13846111000001100,11,2018,60883
13846411000001105,11,2018,118835
13846811000001107,12,2020,85148
13847111000001102,6,2018,122888
13847411000001107,11,2018,4318
13847611000001105,12,2018,54836
13847811000001109,9,2022,18344
13848011000001102,1,2020,109754
13848211000001107,5,2022,120864
13848811000001108,4,2018,56452
13849011000001107,4,2020,13995
13849211000001102,8,2020,33882
13849411000001103,3,2023,49968
13849611000001100,5,2021,104704
13850711000001100,10,2019,19221
13851311000001109,6,2022,116447
13851711000001108,8,2018,55348
13852111000001102,10,2021,87590
13852411000001107,11,2023,120684
13853911000001106,2,2020,7471
13854111000001105,6,2018,64785
13854311000001107,9,2022,95352
13854511000001101,3,2020,107056
13854711000001106,8,2023,117921
13854911000001108,12,2020,70744
13856811000001105,7,2019,2087
13857011000001101,11,2018,95091
13857611000001108,8,2022,26064
13857911000001102,5,2018,23240
13858111000001104,4,2022,90937
13858311000001102,8,2023,58329
13858511000001108,2,2019,42219
13858711000001103,5,2020,105601
13858911000001101,10,2023,11172
13859111000001106,9,2023,24571
13860211000001101,10,2021,11958
13861011000001102,6,2023,121825
138611000001109,3,2018,28222
13861411000001106,8,2019,112248
13861611000001109,1,2019,4865
13862511000001102,4,2022,114065
13862711000001107,5,2019,109525
13863211000001106,4,2021,19561
13863411000001105,12,2021,5780
13863811000001107,11,2022,35796
13864011000001104,12,2019,94318
13865311000001102,4,2020,91186
13866211000001104,3,2019,57313
13866411000001100,9,2018,37202
13866611000001102,8,2023,120954
13866811000001103,6,2019,32237
13867511000001104,5,2020,43923
13867711000001109,2,2020,22779
13867911000001106,3,2018,88504
13868711000001105,2,2022,92381
13868911000001107,9,2019,80772
13870811000001106,2,2023,31850
13871011000001109,9,2019,53067
13871411000001100,12,2020,110095
13873911000001109,8,2021,841
13874311000001105,1,2023,40923
13874511000001104,11,2018,2429
13874711000001109,1,2020,5190
13874911000001106,4,2023,96167
13875211000001101,9,2022,80026
13875711000001108,5,2023,12060
13875911000001105,6,2019,74228
13876111000001101,3,2023,31052
13879511000001100,4,2019,38909
13880411000001104,2,2023,18049
13881411000001108,3,2023,111043
13881811000001105,4,2020,102902
13882011000001107,11,2023,97649
13882211000001102,4,2020,86793
13883511000001106,9,2021,22117
13883911000001104,2,2018,64728
13886511000001103,11,2019,4326
13887111000001105,10,2023,48885
13895711000001101,4,2020,32206
139011000001107,8,2022,35087
139111000001108,1,2022,113220
13914511000001100,3,2021,1061
13914711000001105,2,2019,77183
13915211000001102,7,2019,66362
13915511000001104,8,2019,36046
13916111000001102,6,2019,64276
13916411000001107,2,2022,43504
13916611000001105,6,2018,68373
13916811000001109,8,2022,67205
13917411000001109,10,2022,71452
13917611000001107,11,2021,32174
13917811000001106,11,2023,102746
13918011000001104,11,2021,49738
13918211000001109,3,2019,14376
13918311000001101,6,2020,71791
13918611000001106,7,2020,91249
13918711000001102,12,2019,9614
13918911000001100,6,2023,97398
13919211000001104,9,2021,26012
13919311000001107,11,2023,87618
13919711000001106,10,2020,20571
13919811000001103,7,2023,25587
13920211000001100,3,2023,3901
13922011000001109,3,2020,7680
13922211000001104,12,2019,51140
13922411000001100,12,2018,54407
13923511000001108,4,2023,82616
13923711000001103,3,2021,50991
13924311000001100,8,2019,88997
13924511000001106,11,2021,11625
13925011000001104,1,2022,18573
13925311000001101,4,2021,18455
13925911000001100,11,2023,62127
13926011000001108,10,2023,119941
13926311000001106,10,2022,79349
13927811000001100,10,2019,63926
13928311000001105,2,2022,109186
13928511000001104,11,2023,98578
13928711000001109,4,2020,33291
13928911000001106,1,2020,93999
13929111000001101,4,2020,4147
13929511000001105,6,2023,35682
13929711000001100,8,2018,69099
13930111000001109,6,2018,54864
13930711000001105,7,2018,99673
13930911000001107,8,2018,114314
139311000001105,11,2020,35158
13931111000001103,2,2018,94059
13931311000001101,11,2021,93984
13931411000001108,1,2021,46144
13931711000001102,10,2023,19312
13931911000001100,12,2020,122861
13932011000001107,6,2022,3735
13932311000001105,10,2023,44665
13932511000001104,3,2022,104395
13932711000001109,5,2021,64385
13932811000001101,10,2018,35203
13933211000001108,2,2023,2735
13933611000001105,9,2021,2177
13933911000001104,7,2018,63943
13934411000001105,11,2022,8195
13934811000001107,10,2021,69486
13935411000001106,2,2019,103102
13936211000001101,11,2022,31124
13936611000001104,11,2020,26411
13936811000001100,4,2020,103143
13937911000001108,3,2019,35953
13938111000001106,3,2022,31575
13938311000001108,7,2020,30932
13939311000001102,2,2021,41146
13939511000001108,1,2018,28541
13939911000001101,7,2020,96973
13940111000001108,5,2023,122054
13940311000001105,9,2022,105386
139411000001103,11,2023,85271
13941511000001106,6,2019,122465
13941811000001109,1,2022,34612
13942011000001106,9,2018,62201
13942211000001101,1,2019,2334
13942411000001102,3,2019,95034
13942711000001108,3,2022,48161
13943611000001109,7,2023,62023
13944211000001105,11,2019,85633
13944411000001109,2,2018,67488
13944611000001107,4,2023,5042
13944811000001106,5,2018,112684
13945411000001105,2,2022,12400
13945611000001108,8,2021,61451
13946611000001103,5,2022,119968
13946811000001104,10,2022,77717
13947211000001103,4,2018,56875
13947611000001101,10,2020,20616
13947911000001107,8,2023,20682
13948911000001108,4,2022,24480
13949111000001103,9,2022,22115
13949411000001108,4,2023,40936
13949611000001106,7,2023,58258
13949811000001105,8,2021,72995
13952011000001108,12,2021,104789
13955011000001103,11,2018,119878
13955711000001101,4,2019,23661
13956011000001107,5,2022,49413
13956111000001108,5,2020,24876
13956311000001105,11,2021,55394
13956911000001106,11,2023,100609
13957511000001102,6,2019,118228
13957711000001107,2,2023,61344
13957911000001109,7,2023,44534
13958411000001102,11,2018,103836
13958811000001100,7,2020,54359
13959611000001108,9,2018,121049
13960011000001100,6,2021,35166
13960211000001105,4,2019,64112
13960411000001109,6,2022,89870
13960611000001107,12,2021,4251
13960811000001106,8,2022,41184
13962211000001106,1,2019,82713
13962711000001104,1,2023,34794
13963211000001100,7,2023,24671
13963811000001104,3,2020,98322
13964011000001107,4,2022,62020
13964411000001103,9,2019,106720
13965011000001106,4,2023,49535
13966111000001101,12,2020,34731
13968411000001107,4,2022,43710
13968611000001105,9,2018,44855
13969111000001109,2,2020,85215
13969311000001106,1,2018,56333
13969511000001100,4,2022,18561
13969711000001105,8,2023,1719
13970111000001107,3,2018,93331
13970911000001105,9,2022,33443
139711000001109,1,2023,11184
13971211000001107,9,2020,3243
13972411000001101,3,2018,17092
13972711000001107,10,2020,79583
13972911000001109,2,2018,30342
13974211000001109,1,2018,17572
13976711000001106,3,2019,8203
13977511000001104,10,2020,544
13978811000001102,1,2020,35002
13979011000001103,11,2020,6711
13979511000001106,10,2020,110465
13979711000001101,9,2018,29837
13980111000001102,6,2019,26212
13980911000001104,8,2023,3507
13982411000001108,3,2023,121650
13982711000001102,1,2021,71162
13982911000001100,6,2021,66332
13983611000001101,8,2021,79734
13983811000001102,6,2023,281
13984511000001102,7,2019,35446
13985811000001103,4,2021,82564
13988111000001100,10,2018,53726
13988711000001104,6,2020,122518
13989111000001107,2,2022,24078
13989311000001109,6,2023,76287
13989711000001108,10,2023,62278
13989811000001100,9,2022,36652
13990111000001101,11,2020,104622
13990311000001104,9,2021,23865
13990511000001105,7,2021,5914
13990611000001109,3,2021,89480
139911000001106,10,2023,4983
13991311000001109,7,2018,25639
13991711000001108,5,2020,44716
13991911000001105,11,2019,19874
13992111000001102,7,2023,65938
13992311000001100,5,2020,89771
13996211000001109,7,2018,63352
13997711000001104,12,2019,118556
13998611000001107,2,2020,37335
13999111000001106,2,2022,99443
13999611000001103,9,2023,78475
14000011000001106,11,2021,23116
14000611000001104,4,2021,47076
14001611000001109,3,2022,84982
14002111000001106,10,2020,122115
14002511000001102,3,2020,86087
14002711000001107,1,2023,60048
14003011000001101,2,2021,58057
14003211000001106,3,2018,29422
14003311000001103,2,2018,62413
14003811000001107,4,2020,88923
14004211000001109,12,2022,73413
14004411000001108,7,2022,91256
14004611000001106,2,2019,63715
14004811000001105,9,2018,84448
14005011000001100,7,2021,44901
14005811000001106,11,2021,26870
14006011000001109,10,2021,43557
14006211000001104,6,2023,107200
14007011000001107,5,2019,119293
14007211000001102,10,2021,6792
14007411000001103,8,2020,91017
14007611000001100,2,2022,107673
14007911000001106,8,2020,28295
14010211000001104,9,2018,58769
14011111000001104,4,2021,33423
14011711000001103,4,2022,105019
14013911000001100,3,2022,7544
14014411000001106,2,2019,17711
14018811000001100,4,2023,42284
14019211000001106,2,2019,45089
14021211000001104,11,2020,40138
14025311000001109,6,2022,78665
14025711000001108,11,2023,59684
14026011000001102,5,2021,14255
14035311000001106,1,2020,101787
14035711000001105,9,2023,71915
14036311000001101,3,2021,56947
14039411000001101,6,2019,49722
14039711000001107,5,2020,120748
14040211000001108,5,2023,72816
14040411000001107,4,2019,22297
14040611000001105,6,2018,29864
14040811000001109,8,2018,109832
140411000001109,5,2022,28806
14043811000001102,3,2023,84009
14050411000001105,5,2020,87484
140511000001108,11,2018,92063
14052811000001108,3,2023,52297
14054111000001109,12,2019,28406
14054811000001102,7,2021,112219
14055711000001109,6,2019,111411
14056111000001102,7,2023,12915
14056511000001106,6,2018,63732
140611000001107,10,2023,24393
14061411000001105,1,2019,9717
14064311000001100,3,2020,84434
140711000001103,4,2018,44663
14074011000001106,11,2019,43350
14079511000001104,3,2023,12788
140911000001101,4,2019,64195
14102211000001106,11,2022,104633
14102711000001104,6,2019,79069
14103211000001100,1,2018,110596
14106511000001105,7,2022,75456
14106711000001100,12,2020,71916
14107511000001107,10,2023,46045
14107911000001100,6,2020,34467
14111711000001108,9,2018,33328
14113511000001104,9,2023,50044
14113711000001109,6,2022,54844
14114011000001109,10,2022,54484
14114311000001107,10,2020,57342
14114811000001103,7,2023,12950
14115211000001103,4,2019,46386
14115611000001101,8,2023,99652
14115811000001102,5,2022,77063
14116311000001101,2,2021,98623
14116711000001102,7,2022,70007
14117111000001100,2,2019,10651
14120911000001105,1,2018,34510
14121111000001101,5,2018,108754
14121311000001104,1,2023,122244
14121511000001105,4,2019,22538
14121711000001100,12,2019,37527
14121911000001103,8,2018,18651
14122111000001106,8,2021,12339
14122311000001108,7,2018,14982
14122511000001102,10,2022,23406
14122711000001107,1,2021,107545
14122911000001109,8,2021,78076
14123111000001100,11,2021,64249
14123311000001103,11,2019,66169
14123511000001109,3,2022,3043
14123911000001102,6,2020,76834
14124111000001103,2,2020,78526
14124711000001102,4,2019,87849
14125511000001108,3,2018,116709
14126011000001109,4,2018,92370
14126311000001107,11,2023,65658
14127011000001107,2,2018,92294
14127711000001109,3,2018,74286
14128411000001104,10,2018,75275
14128811000001102,5,2019,21280
14129211000001108,11,2018,44268
14130811000001103,5,2018,108054
141311000001107,12,2021,19185
14131311000001102,1,2020,102686
14158311000001105,3,2023,2379
14160911000001102,1,2023,15950
14161111000001106,2,2021,57507
14161911000001109,4,2023,101705
14162111000001101,1,2021,45485
14162311000001104,2,2023,54823
14162511000001105,6,2020,65562
14163111000001107,7,2021,1119
14163311000001109,10,2020,54058
14163511000001103,8,2023,87306
14163711000001108,7,2019,72824
14164211000001103,11,2020,107985
14164411000001104,5,2018,50106
14164811000001102,6,2019,61211
14165011000001107,9,2020,18951
14165311000001105,11,2020,41348
14165511000001104,4,2021,61920
14167611000001107,3,2021,68678
14169911000001108,7,2020,86831
14170311000001105,11,2023,54889
141811000001103,12,2022,21522
14189411000001103,11,2021,112143
14189611000001100,6,2020,19687
141911000001108,10,2021,121282
14193511000001100,1,2020,116976
14193711000001105,12,2023,74913
14193911000001107,2,2020,111843
14194111000001106,5,2018,72271
14194411000001101,5,2018,31518
14194611000001103,9,2022,88902
14194911000001109,12,2020,44122
14195011000001109,5,2021,59520
14195411000001100,5,2022,1602
14195911000001108,6,2023,42765
14196311000001102,5,2019,113216
14196611000001107,1,2020,42307
14196911000001101,12,2021,89989
14197111000001101,9,2022,31748
14197511000001105,4,2020,98307
14199511000001103,6,2022,55515
14199911000001105,7,2019,10831
14200111000001102,5,2020,77703
14200411000001107,12,2020,68541
14200811000001109,9,2021,18351
14201211000001102,12,2023,49860
14201811000001101,11,2018,83834
14202011000001104,12,2018,19618
14205311000001107,10,2023,83737
14206511000001108,9,2018,94834
14206711000001103,12,2018,120026
14206911000001101,7,2020,109243
14207511000001105,5,2020,20346
14207711000001100,11,2019,81579
14208011000001101,9,2023,11828
14208411000001105,11,2022,20186
14208911000001102,1,2020,102101
14209811000001100,8,2020,39466
14209911000001105,6,2023,88925
14210211000001105,11,2021,67253
14210911000001101,10,2021,48480
14211111000001105,8,2023,103822
14211711000001106,11,2021,58080
14212311000001103,8,2022,103638
14212711000001104,3,2019,116494
14213111000001106,10,2019,73475
14213311000001108,11,2023,73590
14213511000001102,3,2020,114195
14213611000001103,2,2023,116631
14214211000001102,8,2018,93189
14214311000001105,6,2019,8618
14214611000001100,8,2018,47510
14214711000001109,6,2021,47670
14215111000001107,5,2021,31751
